,experiment_name,experiment_description,num_anchors,bearing_kappa,bearing_noise_std_deg_approx,sigma_gnss_m,avg_localization_error_m,std_localization_error_m,n_simulations,solver
75,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",8,100,5.729577951308233,1.0,24.056625856378,21.64139813291251,2000,odr
76,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",8,100,5.729577951308233,2.0,25.745923851593993,22.17064537461667,2000,odr
77,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",8,100,5.729577951308233,3.0,18.840939925053352,21.942376766652345,2000,odr
78,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",8,100,5.729577951308233,5.0,24.6205334693767,21.14030146668741,2000,odr
79,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",8,100,5.729577951308233,10.0,19.38295277163741,15.509862752191768,2000,odr
80,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",9,100,5.729577951308233,1.0,53.41557586344505,22.92136580816565,2000,odr
81,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",9,100,5.729577951308233,2.0,61.46433706610447,18.943970151478094,2000,odr
82,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",9,100,5.729577951308233,3.0,53.98628282513544,17.833790576218057,2000,odr
83,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",9,100,5.729577951308233,5.0,36.01375095387957,30.50296866028851,2000,odr
84,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",9,100,5.729577951308233,10.0,47.2210142951627,19.955126944688516,2000,odr
85,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",10,100,5.729577951308233,1.0,61.176879838417534,31.420358799310705,2000,odr
86,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",10,100,5.729577951308233,2.0,61.70164716792637,25.7967153189302,2000,odr
87,AnchorNoise_VaryAnchors,"Fixed Bearing Noise, Varying Anchor Noise & Number of Anchors",10,100,5.729577951308233,3.0,53.810442802558235,24.946116385829647,2000,odr
